loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_end_date,loan_status
LN700486,CUST101461,Auto Loan,29361.43,5.76,22.08.2019,22-Aug-2020,Defaulted
LN700752,CUST100464,Student Loan,17665.48,4.49,19-Apr-2016,2019-04-19,Active
LN700592,CUST102417,Student Loan,33173.55,3.18,05-22-2015,05-22-2034,Active
LN700942,CUST102902,AUTO LOAN,10720.76,8.57,01/11/2023,01-Nov-2029,
LN701068,CUST100020,Personal Loan,10681.05,15.36,17.05.2020,17-May-2031,Defaulted
LN700488,CUST101859,AUTO LOAN,5410.13,9.27,04-Sep-2021,04-Sep-2037,Active
LN700652,CUST102999,Home Loan,180287.5,2.84,08-29-2021,08-29-2025,Active
LN701042,CUST101927,mortgage,235098.22,5.33,22-Nov-2022,22/11/2037,Paid Off
LN700753,CUST101409,STUDENT LOAN,41744.86,1.54,13-Jan-2023,2026-01-13,Active
LN700297,CUST102580,student loan,57261.22,4.38,09-29-2016,09-29-2030,Defaulted
LN700788,CUST102172,PERSONAL LOAN,7392.78,99.9,2016-01-09,09.01.2025,Closed
LN701202,CUST102112,Car Loan,33994.92,6.6,2014-05-01,05-01-2039,Active
LN701194,CUST101860,Mortgage,99910.61,5.9,18-Jan-2023,18/01/2027,Active
LN700869,CUST100470,Car Loan,23842.17,6.43,11.06.2022,11/06/2040,Defaulted
LN700088,CUST102245,PERSONAL LOAN,5066.49,99.9,22/01/2019,01-22-2026,Closed
LN700520,CUST102681,student loan,37060.68,5.64,15.02.2022,15/02/2035,Defaulted
LN700889,CUST100685,Home Loan,217185.14,4.68,13-May-2011,05-13-2025,Closed
LN700391,CUST101305,student loan,44718.01,5.62,06-Mar-2015,06.03.2026,Paid Off
LN701062,CUST101053,Student Loan,46654.36,3.94,27-Oct-2013,10-27-2025,Paid Off
LN700996,CUST101188,PERSONAL LOAN,18369.75,8.74,22-Dec-2019,22-Dec-2036,Closed
LN700369,CUST100326,STUDENT LOAN,59381.46,6.44,10-07-2011,07/10/2016,Defaulted
LN700272,CUST100828,Mortgage,411183.82,5.47,12-28-2014,12-28-2015,Defaulted
LN700806,CUST102285,personal loan,3946.65,15.36,2015-09-01,01.09.2020,Paid Off
LN700524,CUST101091,STUDENT LOAN,36458.96,4.96,2017-04-21,21/04/2030,Active
LN700460,CUST102118,AUTO LOAN,18607.48,8.98,2011-06-11,11/06/2023,Active
LN700989,CUST101047,Auto Loan,27092.84,6.84,2022-04-03,04-03-2037,
LN700484,CUST101097,mortgage,226827.28,5.24,01/03/2018,01-Mar-2037,Paid Off
LN700537,CUST100753,personal loan,23539.88,11.89,28.07.2020,28-Jul-2032,Closed
LN700190,CUST102633,STUDENT LOAN,45297.53,2.08,2011-06-29,06-29-2012,Defaulted
LN701126,CUST100730,auto loan,38878.22,45.0,19-Apr-2020,19/04/2038,Active
LN700191,CUST101868,MORTGAGE,206323.08,3.8,15.05.2021,05-15-2040,Active
LN701151,CUST103025,Student Loan,11801.58,4.95,2010-11-24,2028-11-24,Closed
LN700904,CUST101193,Mortgage,135631.6,6.03,07-Jul-2010,07-Jul-2015,Defaulted
LN700100,CUST101324,MORTGAGE,262294.34,5.39,06-06-2011,06-Jun-2034,Paid Off
LN700568,CUST100436,STUDENT LOAN,54767.73,6.72,17/11/2015,17/11/2040,Active
LN700177,CUST100847,Personal,24414.74,10.73,2012-12-21,21-Dec-2034,Closed
LN701046,CUST102143,student loan,43892.79,2.93,19-Oct-2011,19/10/2012,Closed
LN700888,CUST101740,Mortgage,377997.11,2.7,06-13-2016,2026-06-13,Paid Off
LN700628,CUST100148,Car Loan,39956.03,10.29,26.10.2022,26-Oct-2025,Active
LN700622,CUST102881,Car Loan,34492.29,10.02,12-11-2021,11/12/2040,Active
LN700664,CUST101587,Mortgage,345215.74,4.49,07-17-2017,17/07/2021,Paid Off
LN700236,CUST100907,PERSONAL LOAN,17890.44,15.22,2016-09-19,19.09.2019,Paid Off
LN700668,CUST100265,Personal Loan,1825.85,5.67,10/03/2020,10.03.2026,Closed
LN701099,CUST100920,personal loan,6242.19,99.9,06.07.2022,06-Jul-2030,Paid Off
LN700732,CUST102831,PERSONAL LOAN,6316.91,12.61,16.02.2014,2036-02-16,Active
LN700093,CUST101723,Mortgage,419611.86,4.19,20.09.2021,20.09.2040,Defaulted
LN701027,CUST101080,Auto Loan,5214.44,7.86,2013-03-07,2014-03-07,Active
LN700198,CUST101204,personal loan,10499.94,11.07,2011-10-27,2013-10-27,Defaulted
LN700694,CUST102806,Auto Loan,31387.91,-3.5,17-Jul-2011,17.07.2023,Defaulted
LN700038,CUST100203,AUTO LOAN,16915.48,8.17,20.03.2013,20-Mar-2014,Closed
LN701085,CUST102376,Mortgage,413709.27,5.5,21/03/2021,21-Mar-2022,Closed
LN700022,CUST102807,PERSONAL LOAN,1690.82,15.31,13/05/2012,13/05/2028,Closed
LN700781,CUST102630,Auto Loan,19052.84,7.44,11.10.2016,11-Oct-2034,
LN700826,CUST103030,Student Loan,41326.54,2.93,30/04/2017,30.04.2027,
LN700684,CUST100719,student loan,9444.7,3.59,2021-01-05,2032-01-05,Active
LN701244,CUST102761,Mortgage,187547.71,6.17,10.09.2012,2029-09-10,Closed
LN700102,CUST100033,personal loan,4255.12,8.91,04-27-2023,27.04.2038,Active
LN700934,CUST100554,Personal Loan,8929.51,8.09,04-27-2015,27-Apr-2021,Paid Off
LN700081,CUST100435,Auto Loan,21364.67,8.75,01/04/2018,01/04/2037,Active
LN700407,CUST100499,auto loan,24797.4,4.69,08-16-2021,16.08.2024,Closed
LN700044,CUST101896,Personal Loan,2715.48,15.64,13/05/2017,05-13-2040,Defaulted
LN700813,CUST103062,Personal Loan,20806.61,8.9,18-Nov-2020,18-Nov-2038,Active
LN700079,CUST100051,Mortgage,172285.94,5.09,10-18-2013,2026-10-18,Active
LN700279,CUST100939,MORTGAGE,156034.56,4.62,18.02.2021,2029-02-18,
